;Sigla da Matéria Legislativa;Ano da propositura;Número da propositura;Ano da propositura.1;Ementa (texto em linha única);Ind. Destinatário;Ind. Motivo;Ind. Endereco;Ind. Adm.Regional;Ind. Bairro;Nome;Partido (último);Latitude;Longitude
6801;IND;;3734;1993;SR. PREFEITO CALCAMENTO DO PASSEIO ENTRE A RUA SERGIO MILLIET E RUA BELTIS (PISTA CENTRO-BAIRRO), JD. MARAJOARA, AR/CS;;CALCADA;BELTIS, R.SERGIO MILLIET, R.;AR-SA;JARDIM MARAJOARA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.65529;-46.68132
6802;IND;;3735;1993;SR. PREFEITO ESTUDOS VIABILIZANDO MINIMIZAR OS ACIDENTES NA AV. INTERLAGOS, PRINCIPALMENTE NA ALTURA DO N. 450, INTERLAGOS, NA PISTA CENTRO-BAIRRO;;ACIDENTE DE TRANSITO/INTERLAGOSTRAFEGO URBANO;INTERLAGOS, AV.;;;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.69354;-46.69887
6803;IND;;3736;1993;SR. PREFEITO URBANIZAR A FAVELA CIDADE A.E. CARVALHO I;;URBANIZACAO;FAVELA DA CIDADE A. E. CARVALHO I;AR-IQ;CIDADE A. E. CARVALHO;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO;None;None
6804;IND;;3737;1993;SR. PREFEITO INPECAO NA PARTE ELETRICA DOS 88 PREDIOS DO CONJ. TEOTONIO VILELA, SAPOPEMBA;;FISCALIZACAOENERGIA ELETRICA;CONJUNTO HABITACIONAL TEOTONIO VILELA;;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO;-23.60381;-46.50517
6805;IND;;3738;1993;SR. PREFEITO CONSTRUCAO DE UM CENTRO DA JUVENTUDE, PARA OS MORADORES DA FAVELA CIDADE A.E.CARVALHO I;;CENTRO DA JUVENTUDE;FAVELA DA CIDADE A. E. CARVALHO I;AR-IQ;CIDADE A. E. CARVALHO;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO;None;None
6806;IND;;3739;1993;SR. PREFEITO CONSTRUCAO DE UMA CRECHE PARA OS MORADORES DA FAVE LA CIDADE A.E.CARVALHO I;;CRECHE;FAVELA DA CIDADE A. E. CARVALHO I;AR-IQ;CIDADE A. E. CARVALHO;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO;None;None
6807;IND;;3740;1993;SR. PREFEITO COLOCACAO DE DUAS LIXEIRAS COLETIVAS, NA FAVELA CI DADE A.E.CARVALHO I;;LIXEIRA;FAVELA DA CIDADE A. E. CARVALHO I;AR-IQ;CIDADE A. E. CARVALHO;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO;None;None
6808;IND;;3741;1993;SR. PREFEITO COLOCACAO DE CASCALHOS PARA AS VIELAS E RUAS DA FA VELA CIDADE A.E.CARVALHO I: R. SANTANA DO AGRESTE, RUA DA PENHA, RUA DA MINA, RUA ALICE, VIELA AFONSO, VIELA PLENARIA, VIELA ALMEI DA, VIELA 1, VIELA 2, VIELA 3;;CASCALHAMENTO;SANTANA DO AGRESTE, R.MINA, R. DAFAVELA DA CIDADE A. E. CARVALHO I;;CIDADE A. E. CARVALHO;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO;None;None
6809;IND;;3742;1993;SR. PREFEITO CONSTRUCAO DE UM PLAY GROUND NA PRACA, DEFRONTE AO CENTRO COMUNITARIO, NA RUA DA MINA 14, FAVELA CIDADE A.E.CARVALHO I;;PRACAPLAYGROUND;MINA, R. DAFAVELA DA CIDADE A. E. CARVALHO I;;CIDADE A. E. CARVALHO;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO;None;None
6810;IND;;3743;1993;SR. PREFEITO TERMINAR CANALIZACAO DO CORREGO QUE PASSA POR DENTRO DA FAVELA CIDADE A.E.CARVALHO I;;CORREGOCANALIZACAO DE CORREGO;FAVELA DA CIDADE A. E. CARVALHO I;AR-IQ;CIDADE A. E. CARVALHO;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO;None;None
6811;IND;;3744;1993;SR. PREFEITO COLOCACAO DE LUMINARIAS, PARA A RUA SANTANA DO AGRESTE, NA FAVELA CIDADE A.E.CARVALHO I;;ILUMINACAO PUBLICA;FAVELA DA CIDADE A. E. CARVALHO ISANTANA DO AGRESTE, R.;AR-IQ;CIDADE A. E. CARVALHO;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO;-23.54011;-46.46742
6812;IND;;3745;1993;SR. PREFEITO DESRATIZACAO DO CORREGO QUE PASSA POR DENTRO DA FAVELA CIDADE A.E.CARVALHO I RUA DA MINA, 14;;DESRATIZACAOCORREGO;FAVELA DA CIDADE A. E. CARVALHO I;AR-IQ;CIDADE A. E. CARVALHO;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO;None;None
6813;IND;;3746;1993;SR. PREFEITO CONSTRUCAO DE UMA CRECHE MUNICIPAL, PARA OS MORADORES DA VILA ROSA/VILA INDUSTRIAL;;CRECHEVILA INDUSTRIAL;;AR-VP;VILA ROSICLER;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO;;
6814;IND;;3747;1993;SR. PREFEITO OBRIGAR OS SERVIDORES MUNICIPAIS ATIVOS A EXAMES PERIODICOS DE SANIDADE FISICA E MENTAL;;EXAME MEDICO/SECRETARIA MUNICIPAL DA SAUDE - SMSSERVIDOR MUNICIPAL;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;;
6815;IND;;3748;1993;SR. PREFEITO ENVIAR PL SOBRE A INCLUSAO DO DISTRITO CACHOEIRINHA NOS ARTIGO 1. E ARTIGO 2. INCISO I DA LEI 11.035 DE 11/07/91 PARA QUE OS SERVIDORES PERTENCENTES AO DISTRITO DE CACHOEIRINHA POSSAM RECEBER A GRATIFICACAO DE DIFICIL ACESSO;;GRATIFICACAO DE DIFICIL ACESSO/LEI 11.035/91CACHOEIRINHA (DISTRITO)/SERVIDOR MUNICIPAL;PROJETO DE LEI;;;ALBERTO CALVO;PARTIDO SOCIALISTA BRASILEIRO;-23.5091;-46.52532
6816;IND;;3749;1993;AO SR. PREFEITO ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA AMORIM DINIZ, LOCALIZADA NO JARDIM JAÚ.;;PAVIMENTACAO;AMORIM DINIZ, R.;AR-PE;JARDIM JAU;OSVALDO GIANNOTTI;PARTIDO PROGRESSISTA BRASILEIRO;-23.5155;-46.5453199
6817;IND;;3750;1993;AO SR. PREFEITO ASSUNTO: LUMINÁRIAS A VAPOR DE MERCURIO, LOCAL: PRAÇA INOMINADA, LOCALIZADA NA ALT. DO 99 DA RUA PEREIRA LEITE PINHEIROS.;;LAMPADAILUMINACAO PUBLICA;PEREIRA LEITE, R.;AR-PI;JARDIM DOS JACARANDAS;OSVALDO GIANNOTTI;PARTIDO PROGRESSISTA BRASILEIRO;-23.54332;-46.6985699
6818;IND;;3751;1993;AO SR. PREFEITO ASSUNTO: CANALIZAÇÃO DE CÓRREGO, LOCAL: CÓRREGO TABATINGUERA, BAIRRO: LIMÃO.;;CORREGO TABATINGUERACANALIZACAO DE CORREGO;;AR-FO;VILA DIVA (AR-FO);WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA;;
6819;IND;;3752;1993;AO SR. PREFEITO ASSUNTO: INSTALAÇÃO DE SEMÁFORO PARA PEDRESTRES LOCAL: CRUZAMENTO DA AV. DEPUTADO EMÍLIO CARLOS COM RUA DOUTOR MORAES DANTAS, BAIRRO: LIMÃO.;;SEMAFORO PARA PEDESTRE;MORAIS DANTAS, DR., R.EMILIO CARLOS, DEP., AV.;AR-FO;VILA DIVA (AR-FO);WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA;-23.50067;-46.67367
6820;IND;;3753;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO DE LOMBADAS, LOCAL: RUA DIOGO DE OLIVEIRA, BAIRRO: LIMÃO.;;LOMBADA/REDUTOR DE VELOCIDADESITIO DO MORRO;DIOGO DE OLIVEIRA, R.;AR-FO;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA;-23.50161;-46.66921
6821;IND;;3754;1993;AO SR. PREFEITO ASSUNTO: VARRIÇÃO DE RUAS, LOCAL: BAIRRO DO LIMÃO.;;VARRICAOLIMPEZA PUBLICA;;AR-FO;LIMAO (BAIRRO);WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA;;
6822;IND;;3755;1993;"AO SR. PREFEITO ASSUNTO: ASFALTO; LOCAL: RUA DOUTOR MORAES DANTAS, BAIRRO: LIMÃO.";;PAVIMENTACAO;MORAIS DANTAS, DR., R.;AR-FO;VILA DIVA (AR-FO);WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA;-23.50013;-46.67218
6823;IND;;3756;1993;AO SR. PREFEITO ASSUNTO: ALARGAMENTO DE AVENIDA, LOCAL: AV. CELESTINO BOURROUL, BAIRRO: LIMÃO.;;ALARGAMENTO DE RUA;CELESTINO BOURROUL, PROF., AV.;AR-FO;LIMAO (BAIRRO);WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA;-23.50643;-46.67343
6824;IND;;3757;1993;AO SR. PREFEITO ASSUNTO: RECAPEAMENTO, LOCAL: RUA SEBASTIÃO DE MORAES, BAIRRO: LIMÃO.;;PAVIMENTACAO;SEBASTIAO MORAIS, R.;AR-FO;LIMAO (BAIRRO);WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA;-23.50442;-46.6706
6825;IND;;3758;1993;AO SR. PREFEITO ASSUNTO: ARRUMAÇÃO DE BANCOS, LOCAL: PRAÇA PADRE DAMIÃO, BAIRRO: VILA PRUDENTE.;;ASSENTOMANUTENCAO DE MOBILIARIO URBANO;DAMIAO, PE., PC.;AR-VP;VILA PRUDENTE;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA;-23.58143;-46.5852099
6826;IND;;3759;1993;AO SR. PREFEITO ASSUNTO: AMPLIAÇÃO DE SALAS DE AULAS, LOCAL: EMEI MARIA LAURA S CAMPOS.;;AMPLIACAO DE ESCOLASALA DE AULA/ESCOLA MUNICIPAL DE EDUCACAO INFANTIL;EMEI MARIA LAURA SOUSA CAMPOS;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA;-23.72905;-46.78647
6827;IND;;3760;1993;AO SR. PREFEITO ASSUNTO: AMPLIAÇÃO DE SALAS DE AULAS, LOCAL: EMEI RAFAEL TOBIAS DE AGUIAR.;;AMPLIACAO DE ESCOLASALA DE AULA/ESCOLA MUNICIPAL DE EDUCACAO INFANTIL;EMEI BRIG. RAFAEL TOBIAS DE AGUIAR;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA;-23.61814;-46.47232
6828;IND;;3761;1993;AO SR. PREFEITO ASSUNTO: REFORMA DA PARTE HIDRÁULICA E ELETRICA LOCAL: EMEI FRANCISCO ROQUETTI.;;REFORMA E CONSERVACAO DE EDIFICIOSESCOLA MUNICIPAL DE EDUCACAO INFANTIL;EMEI FRANCISCO ROQUETI;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA;-23.63568;-46.45952
6829;IND;;3762;1993;AO SR. PREFEITO ASSUNTO: REFORMA,LOCAL: EMEI ALMIRANTE TAMANDARE.;;ESCOLA MUNICIPAL DE EDUCACAO INFANTILREFORMA E CONSERVACAO DE EDIFICIOS;EMEI ALM. TAMANDARE;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA;-23.5637599;-46.63472
6830;IND;;3763;1993;AO SR. PREFEITO ASSUNTO: AMPLIAÇÃO DE SALAS DE AULAS, PARA INSTALAÇÃO DO LABORATÓRIO DE CIÊNCIAS, LOCAL: EMPG PRESIDENTE KENNEDY.;;AMPLIACAO DE ESCOLA/SALA DE AULAESCOLA MUNICIPAL DE PRIMEIRO GRAU;EMPG PRES. KENNEDY;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA;-23.55252;-46.60824
6831;IND;;3764;1993;AO SR. PREFEITO ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA ANTÚRIOS, BAIRRO: JD. TÊSTIL VILA FORMOSA.;;PAVIMENTACAO;ANTURIOS, R.URUMIS, R.;AR-MO;VILA FORMOSA;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.5610399;-46.5452
6832;IND;;3765;1993;AO SR. PREFEITO ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA URUMIS, BAIRRO: JD. TÊXTIL VILA FORMOSA.;;VILA FORMOSAPAVIMENTACAO;URUMIS, R.;AR-MO;JARDIM TEXTIL;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.56098;-46.54425
6833;IND;;3766;1993;AO SR. PREFEITO ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA TAPUTINGA, BAIRRO: JD. TÊXTIL VILA FORMOSA.;;PAVIMENTACAO;TAPUITINGA, R.;AR-MO;VILA MAFRA;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.5580399;-46.54919
6834;IND;;3767;1993;AO SR. PREFEITO ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA ZODÍACO,BAIRRO: JD. TÊXTIL VILA FORMOSA.;;PAVIMENTACAO;ZODIACO, R.;AR-MO;JARDIM TEXTIL;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.55854;-46.54688
6835;IND;;3768;1993;AO SR. PREFEITO ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA TAPANHUMA, BAIRRO: JD. TÊXTIL VILA FORMOSA.;;PAVIMENTACAO;TAPANHUMA, R.;AR-MO;VILA MAFRA;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.55746;-46.54898
6836;IND;;3769;1993;AO SR. PREFEITO ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA ASCENÇÃO, BAIRRO: JD. TÊXTIL VILA FORMOSA.;;PAVIMENTACAO;ASCENSAO, R.;AR-MO;JARDIM TEXTIL;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.5597;-46.5444
6837;IND;;3770;1993;AO SR. PREFEITO ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA GOARAGI,BAIRRO JD. TÊXTIL VILA FORMOSA.;;PAVIMENTACAO;GUARAGI, R.;AR-MO;JARDIM TEXTIL;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.55897;-46.54489
6838;IND;;3771;1993;AO SR. PREFEITO ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA ANGOERA,BAIRRO: JD. TÊXTIL VILA FORMOSA.;;PAVIMENTACAO;ANGOERA, R.;AR-MO;JARDIM TEXTIL;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.5568;-46.5462599
6839;IND;;3772;1993;SR. PREFEITO PAVIMENTACAO DA RUA SAO VITAL (DA RUA BALIQUE ATE A RUA GUARAGI), JD. TEXTIL, V.FORMOSA, SECRETARIA DE VIAS PUBLICAS;;PAVIMENTACAO;SAO VITAL, R.;AR-MO;JARDIM TEXTIL;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.55925;-46.54488
6840;IND;;3773;1993;SR. PAVIMENTACAO NA RUA MONACO (ENTRE AS RUAS ANGOERA E ARATANHA) JD. TEXTIL, V.FORMOSA;;PAVIMENTACAO;MONACO, R.;AR-MO;JARDIM TEXTIL;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.55451;-46.54745
6841;IND;;3774;1993;SR. PREFEITO PAVIMENTACAO DA RUA FLAVIANO, JD. TEXTIL, V.FORMOSA;;PAVIMENTACAO;FLAVIANO, R.;AR-MO;VILA FORMOSA;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.55992;-46.54514
6842;IND;;3775;1993;SR. PREFEITO PAVIMENTACAO NA RUA ANTURIOS, JD.TEXTIL, V.FORMOSA;;PAVIMENTACAO;ANTURIOS, R.PRETORIA, R.;AR-MO;VILA FORMOSA;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO;-23.56231;-46.54897
6843;IND;;3776;1993;SR. PREFEITO MAO-UNICA NAS RUAS BOCA DO ACRE E ARNEIROZ, AR/V. PRUDENTE;;MAO UNICA;BOCA DO ACRE, R.ARNEIROZ, R.;AR-VP;JARDIM DIAS;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL;-23.58772;-46.54468
6844;IND;;3777;1993;SR. PREFEITO ASFALTAMENTO NA RUA NICOLAU MARTINS, AR/V.PRUDENTE;;VILA PAULO SILASPAVIMENTACAO;NICOLAU MARTINS, R.;AR-VP;PARQUE SAO LUCAS;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL;-23.59001;-46.54659
6845;IND;;3778;1993;SR. PREFEITO CONSTRUCAO DE UM CENTRO ESPORTIVO EDUCACIONAL EN TRE AS RUAS ANA POPOVICI, ALICE COSONI DO NASCIMENTO E JOAO DAS NEVES, AR/V.PRUDENTE;;CENTRO EDUCACIONAL E ESPORTIVO - CEE;ANA POPOVICI, R.ALICE CONSONI DO NASCIMENTO, R.JOAO DAS NEVES, R.;;JARDIM SAPOPEMBA;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL;-23.61104;-46.49662
6846;IND;;3779;1993;SR. PREFEITO ILUMINACAO PUBLICA NA VIELA QUE COMECA NA RUA JOAQUIM TEODORO TAVARES, ALTURA DO N. 2-A, V.CAIUBA, AR/PR;;ILUMINACAO PUBLICAVIELA;JOAQUIM TEODORO TAVARES, R.;AR-PR;VILA CAIUBA;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO;-23.39837;-46.75098
6847;IND;;3780;1993;SR. PREFEITO CANALIZACAO DO CORREGO DA VILA IARA, EM PIRITUBA;;CORREGO DA VILA IARA/AR PIRITUBA/JARAGUACANALIZACAO DE CORREGO;;;VILA IARA;OSVALDO GIANNOTTI;PARTIDO PROGRESSISTA BRASILEIRO;;
6848;IND;;3781;1993;SR. PREFEITO REGULARIZACAO MECANICA DO LEITO CARROCAVEL DA RUA AMORIM DINIZ, NO JD. JAU, AR/PENHA;;NIVELAMENTO DE RUA;AMORIM DINIZ, R.;AR-PE;JARDIM JAU;OSVALDO GIANNOTTI;PARTIDO PROGRESSISTA BRASILEIRO;-23.5155;-46.5453199
6849;IND;;3782;1993;SR. PREFEITO ASFALTAMENTO DA VIELA PT, LOCALIZADA ENTRE AS RUA DECIO DE QUEIROZ TELLES E ALCIDES ARRUEDA, CIDADE JULIA, NO CAMPO LIMPO;;VIELAPAVIMENTACAO;ALCIDES ARGUEDAS, R.DECIO DE QUEIROS TELES, R.;;CIDADE JULIA;OSVALDO GIANNOTTI;PARTIDO PROGRESSISTA BRASILEIRO;-23.68851;-46.63939
6850;IND;;3783;1993;SR. PREFEITO LIMPEZA E LIGAMENTO DAS GALERIAS DE AGUAS PLUVIAIS NA RUA DR. CARLOS BASTOS ARANHA, JACANA, AR/ST;;JACANA/MANUTENCAO DE GALERIA DE AGUAS PLUVIAISGALERIA DE AGUAS PLUVIAIS;CARLOS BASTOS ARANHA, DR., R.LIMPEZA DE GALERIA DE AGUAS PLUVIAIS;;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO;-23.46328;-46.58181
6851;IND;;3784;1993;SR. PREFEITO REDUTORES DE VELOCIDADE NA RUA DOM CARLOS GOUVEIA V.CONTINENTAL, CACHOEIRINHA, AR/FO;;REDUTOR DE VELOCIDADE;CARLOS GOUVEIA, DOM, R.;AR-FO;VILA CONTINENTAL;HANNA GHARIB;PARTIDO PROGRESSISTA BRASILEIRO;-23.46611;-46.65393
6852;IND;;3785;1993;SR. PREFEITO DENOMINACA DA WELSON BARBOSA AUMA DAS VIAS OU LOGRADOUROS PUBLICOS DA CIDADE, AR/FO;;DENOMINACAO DE LOGRADOURO/WELSON BARBOSA/HOMENAGEMADMINISTRADOR REGIONAL;WELSON BARBOSA, R.;;;HANNA GHARIB;PARTIDO PROGRESSISTA BRASILEIRO;-23.49599;-46.40831
6853;IND;;3786;1993;SR. PREFEITO PAVIMENTACAO DA RUA CARLOS DUARTE FERREIRA, JD. PE RI, AR/FO;;PAVIMENTACAO;CARLOS DUARTE FERREIRA, R.;AR-FO;JARDIM PERI;HANNA GHARIB;PARTIDO PROGRESSISTA BRASILEIRO;-23.46404;-46.65625
6854;IND;;3787;1993;TELESP TELEFONE COMUNITARIO NA RUA DOM CARLOS GOUVEIA, V.CONTINENTAL CACHOEIRINHA, AR/FO;;TELESP/TELEFONE COMUNITARIOTELEFONE PUBLICO;CARLOS GOUVEIA, DOM, R.;;VILA CONTINENTAL;HANNA GHARIB;PARTIDO PROGRESSISTA BRASILEIRO;-23.46611;-46.65393
6855;IND;;3788;1993;"SR. PREFEITO REPAROS EMERGENCIAIS NA ESCOLA MUNICIPAL DE PRIMEI RO GRAU ""INFANTE D. HENRIQUE"", AR/SE";;POLICIAMENTO/REFORMA E CONSERVACAO DE EDIFICIOSESCOLA MUNICIPAL DE PRIMEIRO GRAU;EMPG INF. DOM HENRIQUE;AR-SE;;HANNA GHARIB;PARTIDO PROGRESSISTA BRASILEIRO;-23.57975;-46.54615
6856;IND;;3789;1993;SR. PREFETIO RESTAURACAO E RECAPEAMENTO DA RUA ANTONIO AMORIM, JD. PERI, AR/FO;;PAVIMENTACAO;ANTONIO AMORIM, R.;AR-FO;JARDIM PERI;HANNA GHARIB;PARTIDO PROGRESSISTA BRASILEIRO;-23.46205;-46.65468
6857;IND;;3790;1993;SR. PREFEITO CANALIZACAO DO CORREGO UIRAPURU, NA RUA JABOTICA BAL, S/N, V. BERTIOGA, AR/MO;;CORREGO UIRAPURUCANALIZACAO DE CORREGO;JABOTICABAL, R.;AR-MO;VILA BERTIOGA;VICENTE BENEDITO VISCOME;PARTIDO PROGRESSISTA BRASILEIRO;-23.56059;-46.5797
6858;IND;;3791;1993;SR. PREFEITO INSTALACAO DE SEMAFORO NO CRUZAMENTO DAS RUAS SERRA DE JAIRE E ITAQUERI, MOOCA, AR/MO;;SEMAFORO;SERRA DE JAIRE, R.ITAQUERI, R.;AR-MO;AGUA RASA (BAIRRO);VICENTE BENEDITO VISCOME;PARTIDO PROGRESSISTA BRASILEIRO;-23.55336;-46.58029
6859;IND;;3792;1993;"SR. PREFEITO CONSTRUCAO DE BIBLIOTECA PUBLICA NA RUA DOMINGOS LISBOA, AO LADO DA E.E.P.S. GRAUS ""SALVADOR ALLENDE"", JD. JOSE BONIFACIO, AR/GUAIANASES";;BIBLIOTECA PUBLICA;EEPSG PRES. SALVADOR ALLENDE GOSSENSDOMINGOS LISBOA, R.CONJUNTO HABITACIONAL JOSE BONIFACIO;;;TEREZA CRISTINA SOUZA LAJOLO;PARTIDO DOS TRABALHADORES;-23.53996;-46.42619
6860;IND;;3793;1993;SR. PREFEITO PAVIMENTACAO ASFALTICA NA AV. MOISES MAIMONIDES V.PROGRESSO, AR/S.MIGUEL;;PAVIMENTACAO;MOISES MAIMONIDES, AV.;AR-MP;VILA PROGRESSO (AR-MP);ANTONIO SAMPAIO;PARTIDO PROGRESSISTA REFORMADOR;-23.52102;-46.43769
6861;IND;;3794;1993;SR. PREFEITO ESTUDOS PARA QUE O PERCENTUAL RECEBIDO PELOS SERVI DORES MUNICIPAIS INCLUIDOS NA JORNADA DE TRABALHO CORRESPONDENTE A PRESTACAO DE 40 HORAS DE TRABALHO SEMANAIS H-EO, SEJA ALTERADO DOS ATUAIS 33% PARA 80%.;;GRATIFICACAO/SERVIDOR MUNICIPAL/REGIME H-40VENCIMENTOS/HORARIO DE TRABALHO;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;;
6862;IND;;3795;1993;À SECRETARIA MUNICIPAL DE TRANSPORTES SOLICITANDO A REALIZAÇÃO DE ESTUDOS TÉCNICOS COM A FINALIDADE DE SER PROLONGADO ATÉ O CENTRO PRAÇA RAMOS DE AZEVEDO OU PRAÇA DA BANDEIRA, A LINHA DE ÔNIBUS 7043 JD. UMARIZAL/PINHEIROS.;;PINHEIROS/ITINERARIO DE ONIBUS/ZONA CENTRALLINHA DE ONIBUS 7043;;;JARDIM UMARIZAL;ANTONIO SAMPAIO;PARTIDO PROGRESSISTA REFORMADOR;;
6863;IND;;3796;1993;TELESP INSTALACAO DE UM TELEFONE PUBLICO COMUNITARIO NAS DEPEN DENCIAS DA CRECHE MUNICIPAL DE CAMPOS ELISEOS, LOCALIZADA NA ALAM RIBEIRO DA SILVA, 148, CAMPOS ELISEOS;;CAMPOS ELISEOS/TELESP/TELEFONE COMUNITARIOCRECHE MUNICIPAL CAMPOS ELISEOS;RIBEIRO DA SILVA, AL.;;;ANTONIO SAMPAIO;PARTIDO PROGRESSISTA REFORMADOR;-23.5313;-46.64753
6864;IND;;3797;1993;TELESP INSTALACAO DE UM TELEFONE PUBLICO NA CONFLUENCIA DAS RU AS ADOLFO CASAIS MONTEIRO E JACQUES KLEIN, JD. PRUDENCIA, AR/SANTO AMARO;;TELESPTELEFONE PUBLICO;ADOLFO CASAIS MONTEIRO, R.JACQUES KLEIN, R.;AR-SA;;ANTONIO SAMPAIO;PARTIDO PROGRESSISTA REFORMADOR;-23.64939;-46.67561
6865;IND;;3798;1993;CET SEMAFORO E/OU REDUTORES DE VELOCIDADE NO CRUZAMENTO DA AV. ENG. HEITOR ANTONIO EIRAS GARCIA COM A RUA GUANANDI / JD. SAO GIL BERTO/BUTANTA;;SEMAFOROREDUTOR DE VELOCIDADE;GUANANDI, R.HEITOR ANTONIO EIRAS GARCIA, ENG., AV.;;JARDIM SAO GILBERTO;ANTONIO SAMPAIO;PARTIDO PROGRESSISTA REFORMADOR;-23.59465;-46.77753
6866;IND;;3799;1993;CET ESTUDOS PARA DESVIAR O FLUXO DE CAMINHOES PESADOS DA AV. DR. GUILHERME DUMONT VILARES PARA A RUA DR. LUIZ MIGLIANO, AR/CL;;TRAFEGO URBANOCAMINHAO;LUIS MIGLIANO, DR., R.GUILHERME DUMONT VILARES, DR., AV.;AR-BT;;ANTONIO SAMPAIO;PARTIDO PROGRESSISTA REFORMADOR;-23.62543;-46.73692
6867;IND;;3800;1993;SR. PREFEITO IMPLANTACAO OU EXTENSAO DE LINHA DE ONIBUS QUE LIGUE O JD. IPANEMA/JARAGUA, AO HOSPITAL DAS CLINICAS, PASSANDO PE LO CENTRO DO BAIRRO DE PINHEIROS;;HOSPITAL DAS CLINICAS/LINHA DE ONIBUS/PINHEIROSITINERARIO DE ONIBUS;;;JARDIM IPANEMA (AR-PJ);ANTONIO SAMPAIO;PARTIDO PROGRESSISTA REFORMADOR;;
6868;IND;;3801;1993;SR. PREFEITO PAVIMENTACAO DA RUA DELEGADO MORAES NOVAES V. AN DRADE, AR/CL;;PAVIMENTACAO;MORAIS NOVAIS, DEL., R.;AR-CL;VILA ANDRADE;ANTONIO SAMPAIO;PARTIDO PROGRESSISTA REFORMADOR;-23.63423;-46.735
