;Sigla da Matéria Legislativa;Ano da propositura;Número da propositura;Ano da propositura.1;Ementa (texto em linha única);Ind. Destinatário;Ind. Motivo;Ind. Endereco;Ind. Adm.Regional;Ind. Bairro;Nome;Partido (último)
1440;IND;;242;1992;SRA. PREFEITA DESTINAR 30% DO VALOR DA VERBA REPASSADA ANUALMEN TE PARA AS ESCOLAS DE SAMBA E SIMILARES QUE, COM SEIS MESES DE AN TECEDÊNCIA, COMPROVAREM A MANUTENÇÃO DE CENTROS DE CONVIVÊNCIA OLTADOS P/PROFISSIONALIZAÇÃO, EDUCAÇÃO AMBIENTAL E CIDADANIA.;;CENTRO DE CONVIVENCIA/EDUCACAO INTEGRADACRIANCA DE RUA/ESCOLA DE SAMBA/REPASSE DE VERBA;;;;JULIO CESAR CALIGIURI FILHO;PARTIDO SOCIALISTA BRASILEIRO
1444;IND;;246;1992;SRA. PREFEITA ENVIAR PROJETO DE LEI INSTITUINDO O REGIME JURÍDI CO BNICOS DOS SERVIDORES MUNICIPAIS.;;PROJETO DE LEI/SERVIDOR MUNICIPALREGIME JURIDICO UNICO DOS SERVIDORES MUNICIPAIS;;;;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL
1479;IND;;281;1992;À SRA. PREFEITA ASSUNTO: LINHA DE ÔNIBUS 9404- FREGUESIA DO Ó PAISSANDÚ INTERVALOS MUITO LONGOS NO HORÁRIO NOTURNO.;;HORARIO DE ONIBUS/ONIBUSLINHA DE ONIBUS 9404;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1481;IND;;283;1992;À SRA. PREFEITA ASSUNTO: SUSTAR O PAGAMENTO DO IPTU NUMEROS 176.057.0006-6, 175.127.0010-4, 162.171.0026-5, 175.083.0037-7, 165.404.0193-1,175.001.0061-1, 175.127.0011-2 E 174.303.0006-4, TRABALHADORES DA CALFAT, OS QUAIS ESTÃO DESEMPREGADOS.;;CALFAT/IPTU/PAGAMENTO DE IMPOSTODESEMPREGADO/SUSPENSAO DE PAGAMENTO;;;;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL
1514;IND;;316;1992;SRA. PREFEITA RESTAURAÇÃO DO MURO DO CENTRO EDUCACIONAL AURELIO CAMPOS, BEM COMO A AMPLIAÇÃO DA CALÇADA DESDE A VIA PÚBLICA ATÉ O MURO.;;CALCADA/MUROCEE AURELIO CAMPOS;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
1541;IND;;343;1992;SRA. PREFEITA OBRIGAR ACMTC E AS DEMAIS COMPANHIAS DE ÔNIBUS DE SÃO PAULO A MANTEREM UM CESTO DE LIXO E UM SACO PLÁSTICO, AM BOS COM CAPACIDADE PARA 20 LITROS, EM CADA UM DOS SEUS VEÍCULOS DE TRANSPORTES COLETIVO, PARA A COLETA DE TODO O LIXO DOS USUÁRIO;;LIXEIRA/SACO DE LIXOONIBUS;;;;JULIO CESAR CALIGIURI FILHO;PARTIDO SOCIALISTA BRASILEIRO
1551;IND;;353;1992;À SRA. PREFEITA A CONVENIÊNCIA DE SER DADO , A UMA DAS VIAS PU BLICAS DESTA CAPITAL AINDA SEM DENIMINAÇÃO, O NOME DA SRA.IRECEMA CAPELLATO ARRUDA, FALECIDA A 8 DE ABRIL DE 1988.;;DENOMINACAO DE LOGRADOUROIRACEMA CAPELLATO ARRUDA;;;;MARCOS RIBEIRO DE MENDONCA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
1618;IND;;420;1992;SRA. PREFEITA PARA QUE ENVIE A ESTA CASA LEGISLATIVA PROPOSITU RA ALTERANDO A LEGISLACAO REFERENTE AO IMPOSTO PREDIAL E TERRITORIAL URBANO, ISENTANDO DO PAGAMENTO E TAXAS, TODAS AS ENTIDADES ASSISTENCIAIS INSSTALADAS EM PREDIOS PROPRIOS,ALUGADOS OU CEDIDOS;;ASSOCIACAO SEM FINS LUCRATIVOS/ISENCAO TRIBUTARIAIPTU/PROJETO DE LEI/SUSPENSAO DE PAGAMENTO;;;;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL
1693;IND;;495;1992;SRA. PREFEITA AMPLIAÇÃO DO CENTRO EDUCACIONAL E ESPORTIVO GERAL DO JOSÉ DE ALMEIDA, EM ÁREA DOADA À PREFEITURA DO MUNICÍPIO DE SÃO PAULO PELA FAMÍLIA ZARZUR.;;AMPLIACAO DE CENTRO EDUCACIONAL E ESPORTIVOCEE GERALDO JOSE DE ALMEIDA;;;;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA
1697;IND;;499;1992;SRA. PREFEITA CONSTRUÇÃO DE UM MINI-HOSPITAL EM PERUS, ADMINIS TRAÇÃO REGIONAL DE SAÚDE PIRITUBA-PERUS-ARS-8.;;AR PIRITUBA/JARAGUA/PERUS (DISTRITO)HOSPITAL;;AR-PR;;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA
1698;IND;;500;1992;SRA. PREFEITA CONSTRUÇÃO DE UM CENTRO EDUCACIONAL E ESPORTIVO NA ÁREA DO DISTRITO DO JARAGUÁ, COM TODOS OS EQUIPAMENTOS NECESSÁRIOS PARA A PRÁTICA SOCIAL, ESPORTIVA E RECREATIVA.;;CENTRO EDUCACIONAL E ESPORTIVO - CEE/LAZERJARAGUA (DISTRITO);;;;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA
1699;IND;;501;1992;SRA. PREFEITA CONSTRUÇÃO DE UM CENTRO EDUCACIONAL E ESPORTIVO NA ÁREA DO DISTRITO DE PERUS.;;CENTRO EDUCACIONAL E ESPORTIVO - CEEPERUS (DISTRITO);;AR-PR;;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA
1736;IND;;538;1992;SRA. PREFEITA REABERTURA DO TEATRO ARTHUR DE AZEVEDO, MOOCA.;;MOOCA/TEATRO ARTUR DE AZEVEDOTEATRO;;;;EDSON FALANGA;PARTIDO LIBERAL
1742;IND;;544;1992;AO EXECUTIVO MUNICIPAL ASSUNTO: ESTENDER POR DECRETO, A CONCESSÃO DO DIREITO DE AQUISIÇÃO DE USO DE PASSES ESCOLARES NO ÂMBITO DA CIDADE DE SÃO PAULO, AOS ALUNOS DE ESTABELECIMENTOS DE ENSINO OFICÍAIS OU RECONHECIDOS SEDIADOS FORA DO MUNICÍPIO.;;ESCOLA/TRANSPORTE ESCOLARPASSE ESCOLAR/TRANSPORTE INTERMUNICIPAL;;;;DEVANIR RIBEIRO;PARTIDO DOS TRABALHADORES
1756;IND;;558;1992;À SRA. PREFEITA ASSUNTO:LIMPEZA E DESASSOREAMENTO DO CÓRREGO DO FREITAS, EM TODA A SUA EXTENÇÃO, BAIRRO: CAMPO LIMPO.;;CAMPO LIMPO/CORREGO MORRO DO S/LIMPEZA DE CORREGOCORREGO DOS FREITAS;;AR-CL;;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
1817;IND;;619;1992;SR. PRESIDENTE DA CETESB AFERICAO DOS INDICES DE POLUICAO SONORA, DIANTE DA CAMARA MUNICIPAL DE SAO PAULO, POR OCASIAO DAS MANI FESTACOES PUBLICAS.;;CETESB/MOVIMENTO POPULAR/POLUICAO SONORACMSP;;;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO
1857;IND;;659;1992;SRA. PREFEITA RAMPA DE ACESSO NO HOSPITAL ERMELINO MATARAZZO, DO PRONTO SOCORRO PARA O CENTRO CIRURGICO, ERMELINO MATARAZZO, AR/MP.;;ERMELINO MATARAZZO/RAMPAHM ALIPIO CORREA NETO;;AR-MP;;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
1958;IND;;760;1992;SRA. PREFEITA REDUÇÃO DA ALÍQUOTA DO IMPOSTO SOBRE VENDAS A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS IVV, QUE DE CONFORMIDADE COM O ARTIGO 9O. DA LEI 10.692, DE 29/12/88, FOI FIXADA EM 3%.;;ALIQUOTA/LEI 10.692/88/REDUCAO DE IVVIVV;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2028;IND;;830;1992;À SRA. PREFEITA ASSUNTO: ISENÇÃO DO I.S.S. ÀS EMPRESAS DE TÁXI.;;EMPRESA DE TAXI/ISS/TAXIISENCAO TRIBUTARIA;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2042;IND;;844;1992;SRA. PREFEITA CONSTRUÇÃO E INSTALAÇÃO DE CRECHE EM ENGENHEIRO GOULART, ZONA LESTE DA CAPITAL-;;CRECHEENGENHEIRO GOULART;;;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO
2045;IND;;847;1992;SRA. PREFEITA CONSTRUÇÃO DE BIBLIOTECA EM ENGENHEIRO GOULART, ZONA LESTE DA CAPITAL.;;BIBLIOTECA PUBLICAENGENHEIRO GOULART;;;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO
2066;IND;;868;1992;SRA. PREFEITA SR. JOSÉ FRASCINO APRESENTA SUGESTÕES QUE DEVEM SER ANALISADAS PELOS ÓRGÃOS COMPETENTES DO MUNICÍPIO, POIS, VISAM MINORAR O PROBLEMA CAUSADO PELAS ENCHENTES.;;INUNDACAOJOSE FRASCINO;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2083;IND;;885;1992;À SRA. PREFEITA ASSUNTO: AUMENTO DE NO. DE GUICHÊS PARAATENDI MENTO DE VENDAS DE PASSES ESCOLARES E VALES-TRANSPORTE, LOCAL: POSTO DE VENDAS E ESTAÇÕES DO METRÔ.;;ESTACAO DE METRO/PASSE ESCOLAR/POSTO DE VENDAGUICHE DE ATENDIMENTO/VALE TRANSPORTE;;;;EDSON FALANGA;PARTIDO LIBERAL
2099;IND;;901;1992;À SRA. PREFEITA ASSUNTO: NO SENTIDO DE SER PROIBIDA A CIRCULA ÇÃO DE TÁXIS DO TIPO ESPECIAL E DE LUXO NOS TERMINAIS RODOVIÁRIOS DO BELÉM, TIETÊ E JABAQUARA, POSTO QUE OS USUÁRIOS SÃO FREQUENTEMENTE LESADOS POR MOTORISTAS.;;PROIBICAO DE TRAFEGO/TAXI ESPECIAL/TAXI LUXORODOVIARIA;;;;JUCELINO SILVA NETO;PARTIDO DOS TRABALHADORES
2114;IND;;916;1992;SRA. PREFEITA MOTORISTAS DA CMTC NÃO PARAM NO PONTO JUNTO AO INSTITUTO DANTE PAZZANESE (ACESSO A AV.23 DE MAIO, SENTIDO CENTRO ) IBIRAPUERA, AR/VM.;;CMTC/MOTORISTA DE ONIBUS/ONIBUS/PARADA DE ONIBUSINSTITUTO DANTE PAZZANESE;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2133;IND;;935;1992;SRA. PREFEITA ESTUDOS PARA ADOTAR OUTRO TRATAMENTO TRIBUTÁRIO ISS A FIM DE MELHORAR A ARRECADAÇÃO.;;ALIQUOTA/ISSEVASAO FISCAL;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2135;IND;;937;1992;À SRA. PREFEITA ASSUNTO: EXTINGUIR A TAXA DE PREPOSTO INSTITUÍ DA PELA SECRETÁRIA MUNICIPAL DE TRANSPORTES, BEM COMO CRIAR MECANISMO QUE IMPEÇAM O REPASSE DO PAGAMENTO DO IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA.;;ISS/SECRETARIA MUNICIPAL DE TRANSPORTES - SMTREPASSE DE VERBA/TAXA DE PREPOSTO;;;;IREDE APPARECIDA CARDOSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2206;IND;;1008;1992;À SRA. PREFEITA ASSUNTO: EXTENSÃO DA LINHA DE ONIBUS 4716 -JD. SAÚDE METRÔ SANTA CRUZ.;;LINHA DE ONIBUS 4716;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2240;IND;;1042;1992;À SRA. PREFEITA ASSUNTO: AUMENTAR O ITINERÁRIO DA EMPRESA DE VIAÇÃO RADIAL, QUE TEM PONTO INICIAL NO JD. KEMEL EM FERRAZ DE VASCONCELOS VIA GUAINAZES, DEVERÁ PASSAR PELOS JD. FANGANIELI, YOLANDA, STO. ANTONIO, BAIRRO: GUAIANAZES.;;GUAIANASES/VIACAO RADIALITINERARIO DE ONIBUS;;AR-IQ;;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2275;IND;;1077;1992;SRA. PREFEITA PROVIDÊNCIAS PARA QUE OS CONTRIBUINTES DO IPTU IMPOSTO PREDIAL E TERRITORIAL URBANO, QUE TÊM SEUS IMÓVEIS ALUGA DOS POSSAM, ATRAVÉS DE REQUERIMENTO PROTOCOLADO NO SETOR COMPETEN TE,TER RESPECTIVA NOTIFICAÇÃO DO IMPOSTO ENTREGUE-LOCAL REQUERIDO;;ENDERECAMENTO/LOCADOR/NOTIFICACAO DE LANCAMENTOIPTU/REMESSA POSTAL;;;;MARCOS RIBEIRO DE MENDONCA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2312;IND;;1114;1992;"À SRA. PREFEITA ASSUNTO: SEJA CRIADO UM ESPAÇO DE UM PRÓPRIO PÚBLICO MUNICIPAL, DEDICADO A LIVROS E A LEITUTRA, A SER DENOMI NADO ""ESPAÇO CAIO GRACO PADRO"".";;CAIO GRACO PRADO/ESPACO CAIO GRACO PRADODENOMINACAO DE ESPACO CULTURAL;;;;FRANCISCO WHITAKER FERREIRA;PARTIDO DOS TRABALHADORES
2314;IND;;1116;1992;INDICA A EXMA.PREFEITA PARA QUE CONCEDA GRATIFICAÇÃO AOS SOLDADOS DO FOGO DA POLÍCIA MILITAR DE S.PAULO SEDIADOS NA CAPITAL, QUE ATUAM EM SITUAÇÕES EMERGENCIAIS, ENCAMINHANDO SUGESTÃO DE PROJETO.;;BOMBEIRO MILITAR/GRATIFICACAO/LEI 11.053/91CORPO DE BOMBEIROS/POLICIAL MILITAR;;;;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2378;IND;;1180;1992;À SRA. PREFEITA ASSUNTO: INTERLIGAÇÃO DOS COMPUTADORES DA PRO DAM COM OS DOS DESPACHANTES, FACILITANDO DESSE MODO O ACESSO À EMISSÃO DO EXTRATO DAS MULTAS DE TRÂNSITO.;;COMPUTADOR/INTERLIGACAO DE COMPUTADORES/PRODAMDESPACHANTE/MULTA DE TRANSITO;;;;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA
2414;IND;;1216;1992;AO SECRETÁRIO MUNICIPAL DE TRANSPORTES ASSUNTO: OFICIALIZAÇÃO DO PONTO DE PERUS KOMBI, QUE TRANSPORTAM PASSAGEIROS DA ESTAÇÃO DO JARAGUÁ PARA LAPA DE BAIXO, DEFRONTE A ESTAÇÃO SANTOS JUNDIAÍ.;;ESTACAO FERROVIARIA JARAGUA/PONTO DE LOTACAOESTACAO FERROVIARIA LAPA;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
2531;IND;;1333;1992;À SECRETARIA DE SEGURANÇA PÚBLICA ASSUNTO: PROVIDÊNCIAS NO SEN TIDO DE SER DETERMINADO POLICIAMENTO OSTENSIVO NA ESTAÇÃO MARECHAL DEODORO DO METRÔ, UMA VEZ QUE ESTÃO ASSALTANDO IDOSOS QUE VÃO RETIRAR SEUS VALES-TRANSPORTE.;;POLICIAMENTO/ESTACAO DE METRO MAR. DEODORO/ASSALTOIDOSO;;;;JOSE LUIZ B. ANDRADE FIGUEIRA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2551;IND;;1353;1992;"SRA. PREFEITA DENOMINAR ""CAIO GRACO PRADO"" UM DOS PRÓPRIOS MUNI CIPAIS PERTENCENTES A SECRETARIA MUNICIPAL DE CULTURA";;CAIO GRACO PRADO/DENOMINACAO DE PROPRIO MUNICIPALSECRETARIA MUNICIPAL DE CULTURA - SMC;;;;ADRIANO DIOGO;PARTIDO DOS TRABALHADORES
2583;IND;;1385;1992;SRA. PREFEITA EFETIVA DESCENTRALIZAÇÃO NOS PONTOS DE VENDAS DO VALE-TRANSPORTE DA C.M.T.C.. OBJETIVANDO PROPORCIONAR MAIOR SEGURANÇA AOS MUNICIPES QUE SE UTILIZAM DESSES LOCAIS;;CMTC/POSTO DE VENDAVALE TRANSPORTE;;;;PAULO SEITI KOBAYASHI;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2643;IND;;1445;1992;À SRA. PREFEITA ASSUNTO: MANTER AS LINHAS DE ÔNIBUS TODA A NOITE, LOCAL: EM TODA A PERIFERIA DA CIDADE, BAIRRO: BAIRROS PERIFÉRICOS DE GRANDE CONCENTRAÇÃO DE HABITANTES.;;ONIBUS NOTURNO/PERIFERIA URBANATRABALHO NOTURNO;;;;ARSELINO ROQUE TATTO;PARTIDO DOS TRABALHADORES
2667;IND;;1469;1992;AO GOVERNADOR DO ESTADO DE SÃO PAULO, NECESSIDADE DE ALTERAÇÃO NO INCISO V DO ARTIGO 9O. DA LEI 6606, DE 20/12/89.;;IPVA/ISENCAO TRIBUTARIA/TAXI/LOTACAO (TRANSPORTE)LEI 06.606/89 (ESTADUAL);;;;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2875;IND;;1677;1992;À SRA. PREFEITA ASSUNTO: APRESENTAÇÃO DE PROJETO DO EXECUTIVO MUNICIPAL DISPÕE SOBRE DIRETOS E VANTAGENS DOS PROFISSIONAIS DO ENSINO MUNICIPAL.;;PL 352/92/PROFESSOR/VANTAGENS DE SERVIDORQUADRO DE ENSINO MUNICIPAL/SERVIDOR CONTRATADO;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
3005;IND;;1807;1992;À SRA. PREFEITA ASSUNTO:INSTALAÇÃO DE LINHA DE ÔNIBUS ESTAÇÃO BARRA FUNDA DO METRÔ/CASA VERDE. LOCAL: ESTAÇÃO CASA VERDE DO METRÔ/CASA VERDE, BAIRRO: BARRS FUNDA E CASA VERDE AR/FREGUESIA DO Ó.;;ONIBUS/ESTACAO DE METRO BARRA FUNDA/CASA VERDELINHA DE ONIBUS/BARRA FUNDA;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
3010;IND;;1812;1992;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO RAPADURA, AR/MO;;CORREGO RAPADURACANALIZACAO DE CORREGO;;AR-MO;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3011;IND;;1813;1992;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO VERDE, AR/ITAQUERA/GUAIANA SES;;CORREGO VERDECANALIZACAO DE CORREGO;;AR-IQ;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3014;IND;;1816;1992;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO RIO BONITO, AR/MO;;CANALIZACAO DE CORREGOCORREGO RIO BONITO;;AR-MO;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3025;IND;;1827;1992;À SRA. PREFEITA ASSUNTO:INSTALAÇÃO DE UMA CRECHE NO BAIRRO, LOCAL: BAIRRO CAMPOS ELÍSEOS.;;CAMPOS ELISEOSCRECHE;;AR-SE;;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
3034;IND;;1836;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUAS ESCORPIÁO, JOÃO DE MENDONÇA E VICENTE LOPES, BAIRRO: CIDADE SATÉLITE SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3035;IND;;1837;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO - COMPLEMENTAÇÃO, LOCAL: RUA SEBASTIÃO PIMENTEL, BAIRRO: JARDIM COLONIAL SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3036;IND;;1838;1992;À SRA. PREFEITA ASSUNTO: CONSTRUÇÃO DE ESCADARIA, LOCAL: VIELA DA RUA VERCÍNIO PEREIRA DE SOUZA, ALT. SO NO. 580, BAIRRO: JARDIM TIETÊ SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3037;IND;;1839;1992;À SRA. PREFEITA ASSUNTO: REFORMA, LOCAL: CENTRO EDUCACIONAL E ESPORTIVO RUMI DE RANIERI, BAIRRO: JARDIM NOSSA SENHORA DO CARMOITAQUERA.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3038;IND;;1840;1992;À SRA. PREFEITA ASSUNTO: PROLONGAMENTE DE VIA, LOCAL: ESTRADA DO LIMOEIRO, BAIRRO: 3A. DIVISÃO SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3039;IND;;1841;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL:RUAS VICENTE TURNO JABOTICABEIRA E DAS FLORES, BAIRRO: 3A. DIVISÃO SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3040;IND;;1842;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUAS JOÃO ROSA, DAS OLIVEIRAS, E MONSSUETO DE SOUZA AMARAL, BAIRRO: 3A. DIVISÃOSÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3041;IND;;1843;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: AV. RECANTO VERDE SOL E RUA DA INDEPENDÊNCIA, BAIRRO: JARDIM LIMOEIRO I -SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3042;IND;;1844;1992;À SRA. PREFEITA ASSUTNO: COMPLEMENTAÇÃO DE PAVIMENTAÇÃO, LOCAL: RUA ELIS REGINA E PRAÇA STA RITA DE CÁSSIA, BAIRRO:JARDIM LIMOEIRO I SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3043;IND;;1845;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUAS CLARA NUNES E AROLDO DOS SANTOS, BAIRRO: JARDIM LIMOEIRO I SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3044;IND;;1846;1992;À SRA. PREFEITA ASSSUNTO: PAVIMENTAÇÃO, LOCAL: RUAS ADONIRAN BARBOSA E ALMEIDA SANTOS, BAIRRO: JARDIM LIMOEIRO I SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3045;IND;;1847;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUAS MAIZA MATARAZZO, PIXINGUINHA, AGOSTINHO DOS SANTOS E ESTRADA DO PALANQUE. BAIRRO: JARDIM LIMOEIRO II - SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3046;IND;;1848;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO. LOCAL: RUAS ARI BARROSO, CARLOS ALEXANDRE E DALVA DE OLIVEIRA, BAIRRO: JARDIM LIMOEIRO IISÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3047;IND;;1849;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: AV. LUIZ GONZAGA E RAUL SEIXAS, E RUA ATAULFO ALVES, BAIRRO: JARDIM LIMOEIRO II SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3048;IND;;1850;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL:RUA AMADOR PEREIRA BAIRRO: VILA INDUSTRIAL AR/VILA PRUDENTE.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3049;IND;;1851;1992;À SRA. PREFEITA -ASSUNTO: CONSTRUÇÃO DE CRECHE, LOCAL: BAIRRO 3A. DIVISÃO, BAIRRO: SÃO MATEUS.;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3050;IND;;1852;1992;SRA. PREFEITA CONSTRUÇÃO DE CRECHE NA RUA FLORIANO DE TOLEDO, JD. N.S.DO CARMO ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3051;IND;;1853;1992;SRA. PREFEITA COLOCAÇÃO DE OBSTÁCULOS NO LEITO CARROÇÁVEL NA R. VITÓRIO AZALIM, ALTURA DOS NOS. 655 E 611, NA RUA JOSÉ MARIA FERREIRA SANTOS, ALTURA DO NO. 88, JD. TIETÊ -SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3052;IND;;1854;1992;SRA. PREFEITA COLOCAÇÃO DE OBSTÁCULOS NO LEITO CARROÇÁVEL NA R. GERÔNIMO DE ABREU DO VALE, ALTURA DOS NOS. 6, 22, E 40, JD.N.SRA. DO CARMO ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3053;IND;;1855;1992;SRA. PREFEITA COLOCAÇÃO DE OBSTÁCULOS NO LEITO CARROÇÁVEL NA RUA FLORIANO DE TOLEDO, ALTURA DO NO. 241,JD.N.SRA.DO CARMO,ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3054;IND;;1856;1992;SRA. PREFEITA COLOCAÇÃO DE OBSTÁCULOS NO LEITO CARROÇÁVEL, ES TRADA DO IGUATEMI, ALTURA DO NO. 7481, JD. IGUATEMI SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3055;IND;;1857;1992;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO DO PELEGRINO, JD. N.SRA.DO CARMO, ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3056;IND;;1858;1992;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO DA RUA DOS MARIANOS, 3A. DIVISÃO -SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3057;IND;;1859;1992;SRA. PREFEITA CANALLIZAÇÃO DA VIELA SANITÁRIA - ENTRE AS RUAS PACARI DA MATA E GUSTAVO LEBLOL-800, VILA INDUSTRIAL AR/V.PRUDENTE;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
