;Sigla da Matéria Legislativa;Ano da propositura;Número da propositura;Ano da propositura.1;Ementa (texto em linha única);Ind. Destinatário;Ind. Motivo;Ind. Endereco;Ind. Adm.Regional;Ind. Bairro;Nome;Partido (último)
712;IND;;2227;1991;À SRA. PREFEITA ASSUNTO:CESSÃO DE ÁREA, POR 90 ANOS, DE 13.000 LOCALIZADA NO SETOR 78, QUADRA 490, LOCAL: CITY AMERICA, BAIRRO: PARQUE SÃO DOMINGOS, AR/PIRITUBA.;;CESSAO DE AREA/SOCIEDADE AMIGOS DE CITY AMERICAAR PIRITUBA/JARAGUA/CITY AMERICA;;;PARQUE SAO DOMINGOS;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
713;IND;;2228;1991;AO EXECUTIVO MUNICIPAL, PROVIDENCIAR JUNTO AO SETOR COMPETENTE A INSTALAÇÃO DE UMA BIBLIOTECA PUBLICA MUNICIPAL, NO BAIRRO JAÇANÃ.;;JACANABIBLIOTECA PUBLICA;;AR-ST;;EDER JOFRE;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
717;IND;;2232;1991;À SRA. PREFEITA ASSUNTO: CONSTRUÇÃO DE CRECHE, BAIRRO: JARDIM MÁLIA II.;;CRECHE;;AR-CS;JARDIM MALIA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
718;IND;;2233;1991;À SRA. PREFEITA ASSUNTO: CONSTRUÇÃO DE POSTO DE SAÚDE, BAIRRO: JARDIM MÁLIA II.;;POSTO DE SAUDE;;AR-CS;JARDIM MALIA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
727;IND;;2242;1991;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA EXISTENTE, BAIRRO: PARQUE DO ENGENHO.;;PAVIMENTACAOLOGRADOURO PUBLICO;;AR-CL;PARQUE DO ENGENHO;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
764;IND;;2279;1991;À SRA. PREFEITA ASSUNTO: ASSUNTO: PROLONGAMENTO DO TRAJETO DAL LINHA CMTC 8537 JD. MORRO GRANDE ATÉ A VILA IARA.;;LINHA DE ONIBUS 8537JARDIM MORRO GRANDE;;AR-FO;VILA IARA;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
765;IND;;2280;1991;À SRA. PREFEITA ASSUNTO: AMPLIAÇÃO DA LINHA DE ÔNIBUS, COM DESTINO JD. PIRITUBA CENTRO.;;ONIBUSLINHA DE ONIBUS;;AR-PR;JARDIM PIRITUBA;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
809;IND;;2324;1991;À SRA. PREFEITA ASSUNTO: REDE DE ÁGUAS E ESGOTOS, NO JD.DA CON QUISTA, CONHECIDO COMO SITIÃO DO CARRÃZINHO, BAIRRO: PARQUE BOA ESPERANÇA FINAL DA RUA FRANCISCO DE MELLO PALHETA JD. VILA CARRÃO, VILA BELA E JD. IGUATEMI.;;JARDIM DA CONQUISTA/REDE DE AGUAREDE DE ESGOTO;;AR-SM;PARQUE BOA ESPERANCA;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
813;IND;;2328;1991;À SRA. PREFEITA ASSUNTO: INVASÃO DE UM CAMPO DE FUTEBOL, ADMI NISTRADO PELO SAPUCAIA F.C. , LOCAL: JD. PAQUETÁ E V. ZATT.;;CAMPO DE FUTEBOL/SAPUCAIA FUTEBOL CLUBE/INVASAOAR PIRITUBA/JARAGUA;;;JARDIM PAQUETA (AR-PJ);JUAREZ SOARES MOREIRA;PARTIDO DOS TRABALHADORES
823;IND;;2338;1991;À SRA. PREFEITA ASSUNTO: FISCALIZAÇÃO NA VIAÇÃO SANTA PAULA LTDA, BEM COMO NAS EMPRESAS QUE TRANSITAM DENTRO DE PERÍMETRO URBANO.;;CONCESSIONARIA DE TRANSPORTE COLETIVO/ESCAPAMENTOFISCALIZACAO DE ONIBUS/VIACAO SANTA PAULA/ONIBUS;;;;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
826;IND;;2341;1991;À SRA. PREFEITA ASSUNTO: CANALIZAÇÃO DE CORREGO, LOCAL: CÓRREGO GUAVIRITUBA, BAIRRO: JD. SANTA ZÉLIA.;;CORREGO GUAVIRUTUBACANALIZACAO DE CORREGO;;AR-CL;JARDIM SANTA ZELIA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
832;IND;;2347;1991;À SRA. PREFEITA ASSUNTO:ENVIAR A CMSP. PROJETO DE LEI QUE ALTERE A REDAÇÃO DO ARTIGO 1O. DO DECRETO 1060, DE 07 DE OUTUBRO DE 1948, ESTENDENDO O BENEFÍCIO DOS PASSES ESCOLARES AOS PROFESSORES DE TODOS OS NÍVEIS.;;PASSE ESCOLAR/TRANSPORTE COLETIVO URBANO/PROFESSORDECRETO 01.060/48;;;;OSVALDO SANCHES FERNANDES;PARTIDO PROGRESSISTA BRASILEIRO
833;IND;;2348;1991;À SRA. PREFEITA ENVIAR A CMSP. PROJETO DE LEI CRIANDO O BANCO MUNICIPAL DE REMÉDIOA E EQUIPAMENTOS MÉDICO-HOSPITALARES BAMREM.;;BANCO MUNICIPAL DE REMEDIOS E EQUIP. MEDICO HOSP.MATERIAL HOSPITALAR/DOACAO DE REMEDIO/MEDICAMENTO;;;;OSVALDO SANCHES FERNANDES;PARTIDO PROGRESSISTA BRASILEIRO
837;IND;;2352;1991;À SRA. PREFEITA ASSUNTO: IMPLANTAR REDE DE ENERGIA ELÉTRICA(I LUMINAÇÃO PÚBLICA E RESIDENCIAL) NO JD. DA CONQUISTA, LOCALIZADA ENTRE OS BAIRROS PARQUE BOA ESPERANÇAFINAL DA RUA FRANCISCO DE MELLO PALHETA.;;JARDIM DA CONQUISTA/ENERGIA ELETRICAILUMINACAO PUBLICA;;AR-SM;PARQUE BOA ESPERANCA;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
841;IND;;2356;1991;À SABESP, SOLUCIONAR OS PROBLEMAS QUE LEVAM À CONSTANTES FALTA DE ÁGUA, AFORA O RACIONAMENTO NORMAL DE DOIS DIAS POR SEMANA, NA VILA NATÁLIA.;;ABASTECIMENTO DE AGUASABESP;;AR-IP;VILA NATALIA;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
862;IND;;2377;1991;"À SRA. PREFEITA A NECESSIDADE DE REGULARIZAR A ATUAÇÃO DOS ÔNIBUS ""CLANDESTINO"", E QUE OPERAM EM VÁRIAS REGIÕES DE S.PAULO.";;TRANSPORTE COLETIVO URBANOONIBUS IRREGULAR;;;;EDSON FALANGA;PARTIDO LIBERAL
867;IND;;2382;1991;À SRA. PREFEITA ASSUNTO:INTEGRAÇÃO ÔNIBUS-ÔNIBUS, UTILIZÁVEL EM TODAS AS LINHAS DE ÔNIBUS E TRÁLEBUS DO MUNICÍPIO DE S. PAULO.;;ONIBUS/PASSE ONIBUS ONIBUSTARIFAS/TRANSPORTE COLETIVO URBANO;;;;EDSON FALANGA;PARTIDO LIBERAL
868;IND;;2383;1991;À SRA. PREFEITA ASSUNTO:INSTITUÍDA UMA CAMPANHA DE LIXO SELETI VO, A SER REALIZADO OBRIGATORIAMENTE,ANUALMENTE, DURANTE O PERÍODO DE 1O. A 30 DE MARÇO, PODENDO SE ESTENDER ATÉ 30 DE NOVEMBRO DE CADA ANO.;;CAMPANHA EDUCACIONAL/LIXO RECICLAVELCAMPANHA DE LIXO SELETIVO/COLETA SELETIVA DE LIXO;;;;IREDE APPARECIDA CARDOSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
873;IND;;2388;1991;À SRA. PREFEITA ASSUNTO: PEDIDO DE UMA PONTE LIGANDO JD.CAMARGO NOVO COM O JD. DAS OLIVEIRAS, LOCAL: JD. CAMARGO NOVO AO JD. DAS OLIVEIRAS, BAIRRO: ITAIM PAULISTA.;;JARDIM CAMARGO NOVO/PONTEITAIM PAULISTA;;AR-MP;JARDIM DAS OLIVEIRAS (AR-;ALBERTINO ALVES NOBRE;PARTIDO TRABALHISTA BRASILEIRO
976;IND;;2491;1991;AO SR. SECRETÁRIO DE JUSTIÇA E DA DEFESA DA CIDADANIA DO ESTADO DE SÃO PAULO ASSUNTO: CONTROLE DE QUALIDADE DE PRODUTOS (INSTITUTO DE PESOS E MEDIDAS (IPEM).;;PILHA/ACUCAR/IPEM/CONTROLE DE QUALIDADELAMPADA;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
990;IND;;2505;1991;À SRA. PREFEITA ASSUNTO: CONGESTIONAMENTO DE TRÂNSITO, É NECESSÁRIO QUE O DSV E CET PROJETEM AS SOLUÇÕES, BAIRRO: IPIRANGA, AR/ IPIRANGA .;;ENGENHARIA DE TRAFEGO/TRANSITO/SISTEMA VIARIOIPIRANGA;;AR-IP;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1001;IND;;2516;1991;À SABESP CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO, PROVIDÊNCIAS URGENTES NO SENTIDO DE AGILIZAR O PROLONGAMENTO DA REDE DE ÁGUA PARA A VIELA PARTICULAR,BAIRRO: JARDIM MARJONEL.;;ABASTECIMENTO DE AGUA/REDE DE AGUASABESP;;;JARDIM MARJONEL;LUIZ PAULO GNECCO;PARTIDO COMUNISTA BRASILEIRO
1014;IND;;2529;1991;À SRA. PREFEITA ASSUNTO: PROLONGAMENTO DE LINHA DE ÔNIBUS, LOCAL: LINHA 9034 LAPA MORRO GRANDE ATÉ VILA IARA, BAIRRO: VILA IARA AR/LAPA.;;ITINERARIO DE ONIBUS/TRANSPORTE COLETIVO URBANOLINHA DE ONIBUS 9034;;;VILA IARA;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA
1026;IND;;2541;1991;À SRA. PREFEITA ASSUNTO: DENOMINAÇÃO DE PROF. JOÃO DA CUNHA CALDEIRA FILHO, A UMA ESCOLA MUNICIPAL.;;DENOMINACAO DE ESCOLAJOAO DA CUNHA CALDEIRA FILHO;;;;IREDE APPARECIDA CARDOSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1061;IND;;2576;1991;À SRA. PREFEITA ASSUNTO: ILUMINAÇÃO PÚBLICA, LOCAL:RUA ICOUARA, VILA SANTA TEREZINHA AR/IQ.;;ILUMINACAO PUBLICAICOUARA,R.;;AR-IQ;VILA SANTA TERESINHA (AR-;MARIO MASANOBU NODA;PARTIDO TRABALHISTA BRASILEIRO
1105;IND;;2620;1991;SRA. PREFEITA ESCOLA DE 1O. GRAUE UMA CRECHE.;;ESCOLA MUNICIPAL DE PRIMEIRO GRAUCRECHE;;AR-PR;VILA SANTA CRUZ (AR-PR);JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
1106;IND;;2621;1991;SRA. PREFEITA INTERCEDER JUNTO AO DEPARTAMENTO COMPETENTE PARA QUE A LINHA DE ÔNIBUS CIRCULAR - PERUS, SE ESTENDA ATÉ O JD. STA. CRUZ PERUS.;;LINHA DE ONIBUS 998P;;AR-PR;VILA SANTA CRUZ (AR-PR);JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
1108;IND;;2623;1991;AO EXECUTIVO MUNICIPAL ASSUNTO:ESTENDER AOS SERVIDORES DE NÍVEL ADMINISTRATIVO E OPERACIONAL, OCUPANTES DE CARGOS EM COMISSÃO COM CINCO ANOS DE SERVIÇO PÚBLICO EM 05 DE OUTUBRO DE 1988, A MESMA SOLUÇÃO APLICADA AOS PROFESSORES COMISSIONADOS.;;CARGO EM COMISSAO/ESTABILIDADE/SERVIDOR MUNICIPALSERVIDOR ESTAVEL/SERVIDOR OPERACIONAL;;;;MAURO AILTON PUERRO;PARTIDO DOS TRABALHADORES
1140;IND;;2655;1991;À SRA. PREFEITA ASSUNTO: PROCEDA ESTUDOS SOBRE A VIABILIDADE DE SE DETERMINAR HORÁRIOS FIXOS DE VISITA, DE CUNHO TURÍSTICO, AO TEATRO MUNICIPAL.;;TURISMO/HORARIO DE VISITATEATRO MUNICIPAL;;;;MARCOS RIBEIRO DE MENDONCA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
1142;IND;;2657;1991;À SRA. PREFEITA ASSUNTO: TRANSPORTE ESCOLAR-PERUAS,MICRO-ÔNIBUS BAIRRO: PINHEIROS, AR_PINHEIROS.;;FISCALIZACAO DE TRANSPORTE ESCOLARPINHEIROS/TRANSPORTE ESCOLAR;;AR-PI;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1149;IND;;2664;1991;SRA. PREFEITA LINHA DE TRANSPORTE COLETIVO DO JD. STA. FÉ ATÉ A ESTAÇÃO DE PERUS.;;TRANSPORTE COLETIVO URBANOLINHA DE ONIBUS/ESTACAO FERROVIARIA PERUS;;AR-PR;JARDIM SANTA FE (AR-PR);JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
1154;IND;;2669;1991;"SRA. PREFEITA LINHA DE ONIBUS 8537 MORRO GRANDE/PCA. DA REPUBLI CA: 1) FISCALIZACAO DE ORARIOS; 2) VELOCIDADE EXCESSIVA, BAIRRO MORRO GRANDE, AR/FO.";;CMTC/HORARIO DE ONIBUS/FISCALIZACAO DE TRANSITOLINHA DE ONIBUS 8537;;;VILA MORRO GRANDE;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1167;IND;;2682;1991;AO PRESIDENTE DA SABESP ASSUNTO: REFORMULAÇÃO DOS VALORES RELATIVOS A ATUALIZAÇÃO MONETÁRIA E ELEVADO DO PRAZO PARA PAGAMENTO DAS CONTAS DE ÁGUA E ESGOTO.;;CORRECAO MONETARIA/SABESPCONTA DE AGUA E ESGOTO;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1184;IND;;2699;1991;À SRA. PREFEITA ASSUNTO: INDICO A DENOMINAÇÃO DE BENITO NOCOLETTI A ALGUM LOGRADOURO DO BAIRRO CASA VERDE, OU ADJACÊNCIAS.;;LOGRADOURO PUBLICO/CASA VERDE/BENITO NICOLETTIDENOMINACAO DE LOGRADOURO;;AR-FO;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1185;IND;;2700;1991;À SRA. PREFEITA ASSUNTO: INDICO A DENOMINAÇÃO DE GERALDO ALVA RENGA STOCKLER (ZÉ TAGUARA), AO LOGRADOURO FORMADO NA CONFLUÊNCIA DAS RUAS RELÍQUIA E VICHY NO BAIRRO DE CASA CERDE.;;DENOMINACAO DE LOGRADOURO/LOGRADOURO PUBLICOCASA VERDE/GERALDO ALVARENGA STOCKLER;;AR-FO;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1188;IND;;2703;1991;SRA. PREFEITA DENOMINAÇÃO DE FLAVIO IAZZETTI A UM LOGRADOURO LO CALIZADO NOS BAIRROS ÁGUA BRANCA OU MOÓCA.;;MOOCA/FLAVIO IAZZETTI/DENOMINACAO DE LOGRADOUROLOGRADOURO PUBLICO;;;AGUA BRANCA (BAIRRO);WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1192;IND;;2707;1991;SRA. PREFEITA ENCAMINHAR A ESTA CASA PROJETO DE LEI CONCEDENDO O USO, POR 99 ANOS, DE AREA HACHURADA NO CROQUI ANEXO, PARA A ESCOLA DE SAMBA DE MOÓCA.;;CESSAO DE AREAESCOLA DE SAMBA UNIDOS DA MOOCA;;;;EDSON FALANGA;PARTIDO LIBERAL
1193;IND;;2708;1991;SRA. PREFEITA SEJA REMETIDO A ESTA CASA, O ANTE-PROJETO DE LEI REGULAMENTADOR DOS PROCEDIMENTOS DO PODER EXECUTIVO QUE REDUNDA REM NAS OBRAS DE REFORMA DO AUTÓDROMO DE INTERLAGOS E NA AMPLIAÇÃO DA FROTA DE ÔNIBUS DA CIA.MUN.TRANSPORTES COLETIVOS - CMTC:;;AUTODROMO DE INTERLAGOS/FROTA DE ONIBUS/CMTCOBRAS PUBLICAS;;;;NELSON GERRA JUNIOR;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
1203;IND;;5;1992;À SRA. PREFEITA ASSUNTO: CONCESSÕES DE ESPAÇOS EM PRAÇAS, JAR DINS E ÁREAS DE GRANDE MOVIMENTO E CONCENTRAÇÃO PARA QUE EMPRESAS CONSTRUAM E EXPLOREM COMERCIALMENTE QUIOSQUES COM BANHEIROS COMPLETOS, MINI CRECHES RÁPIDAS, GUARDA DE VOLUMES E MALAS.;;CESSAO DE AREA/GUARDA VOLUMES/SANITARIOSESPACO COMERCIAL/USO PUBLICO;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1204;IND;;6;1992;À SRA. PREFEITA ASSUNTO: INSTALAÇÃO E CONSTRUÇÃO DE BIBLIOTECA/ CENTRO CULTURAL NA REGIONAL DE CAMPO LIMPO, VISANDO ATENDER A CO MUNIDADE DE PARQUE ARARIBÁ, JARDIM IRIGÁ, PARQUE RÉGINA E JARDIM SÃO ROQUE.;;BIBLIOTECA PUBLICACENTRO CULTURAL;;AR-CL;PARQUE ARARIBA;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1206;IND;;8;1992;À SRA. PREFEITA ASSUNTO: ESCALONAMENTO CONFORME A IMPORTÂNCIA DO CRUZAMENTO FIXANDO-SE O SEMÁFORO AMARELO PARA AMBOS OS LADOS A PARTIR DA 22:00 HORAS.;;ASSALTO/SEMAFORO AMARELO/SINALIZACAO DE TRANSITOSEMAFORO;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1250;IND;;52;1992;"SRA. PREFEITA DISPENSA DE PAGAMENTO, O ESTACIONAMENTO DE MOTOCI CLETAS E SIMILARES NAS ÁREAS DE ""ZONA AZUL"".";;COBRANCA DE ESTACIONAMENTO/ISENCAO DE TARIFASESTACIONAMENTO DE MOTO/MOTOCICLETA/ZONA AZUL;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1257;IND;;59;1992;À SRA. PREFEITA ASSUNTO: CONCESSÃO DE ISENÇÃO DE PAGAMENTO DO IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) A APOSENTADOS E PENSIONISTA.;;APOSENTADO/IPTU/ISENCAO TRIBUTARIAINFORMACAO DO EXECUTIVO;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1259;IND;;61;1992;À SRA. PREFEITA ASSUNTO: CONSERVAÇÃO DE LOGRADOUROS, LOCAL:PRAÇA ESTEVÃO FALCÃO E RUA PROF. PEDRO PINTO, PRÓXIMO À AV. NOVA CANTAREIRA, BAIRRO: JARDIM BARRO BRANCO TREMEBÉ SANTANA.;;;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1274;IND;;76;1992;SRA. PREFEIT CONSTRUCAO DE CRECHE, JD. TOCA.;;CRECHE;;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1275;IND;;77;1992;SRA. PREFEITA CONSTRUCAO DE ESCOLA, JD. TOCA.;;ESCOLA MUNICIPALESCOLA PUBLICA;;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1276;IND;;78;1992;SRA. PREFEITA COSNTRUCAO DE POSTO DE SAUDE, JD. TOCA.;;POSTO DE ASSISTENCIA MEDICA - PAMPOSTO DE SAUDE;;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1320;IND;;122;1992;AO EXECUTIVO MUNICIPAL ASSUNTO: COLOCAÇÃO DE ESCORAMENTO DE MADEIRA, NAS MARGEM DO CÓRREGO DO CORDEIRO AMERICANÓPOLIS.;;AMERICANOPOLIS/ESCORAMENTO DE MADEIRACORREGO DO CORDEIRO/OBRAS DE CONTENCAO;;;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO
1336;IND;;138;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO ASFÁLTICA, PARA A RUA PRICIPAL NO BAIRRO PARQUE NOVO MUNDO NA VILA CIDADE NOVA.;;LOGRADOURO PUBLICOPAVIMENTACAO;;AR-MG;PARQUE NOVO MUNDO;USHITARO KAMIA;PARTIDO DEMOCRATICO TRABALHISTA
1346;IND;;148;1992;SRA. PREFEITA REVOGAÇÃO DA LEI 8.071 DE 12 DE JUNHO DE 1974 QUE APROVA PLANO DE URBANIZAÇÃO NO 10O. SUBDISTRITO DO BELENZINHO.;;BELENZINHO/URBANIZACAOLEI 08.071/74;;AR-MO;;JULIO CESAR CALIGIURI FILHO;PARTIDO SOCIALISTA BRASILEIRO
1347;IND;;149;1992;SRA. PREFEITA CANALIZAÇÃO DE CÓRREGO, VILA MARA (PERTO DO VIADU TO JD. MAIA, JD. MARA, AR-SÃO MIGUEL PAULISTA.;;CANALIZACAO DE CORREGOVIADUTO;;AR-MP;JARDIM MARA;FAUSTO TOMAZ DE LIMA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1352;IND;;154;1992;À SRA. PREFEITA ASSUNTO: PROBLEMAS CAUSADO PELA REFERIDA USINA DE TRATAMENTO DE ESGÔTOS, LOCAL: AV. MARGINAL DO RIO TIÊTE,SENTI DO OSASCO PARA GUARULHOS, BAIRRO: VILA LEOPOLDINA-LAPA.;;LIXO/USINA DE COMPOSTAGEMMARGINAL DO RIO TIETE;;AR-LA;VILA LEOPOLDINA;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1361;IND;;163;1992;SRA. PREFEITA IMPLANTAÇÃO DE LINHA DE ÔNIBUS NO BAIRRO DA FAZEN DA CAGUAÇU.;;FAZENDA CAGUACULINHA DE ONIBUS;;;;MARIO MASANOBU NODA;PARTIDO TRABALHISTA BRASILEIRO
1367;IND;;169;1992;"TELESP INSTALAÇÃO DE UM TELEFONE ""FALE FÁCIL"" NO CLUBE DESPORTI VO MUNICIPAL ""DÉLIO DE CARVALHO"" À R.ANTONIO CEARA, 18-A, V.SÃO FRANCISCO.";;CDM DELIO DE CARVALHO/TELESPTELEFONE FALE FACIL;;;VILA SAO FRANCISCO (AR-MP;LUIZ CARLOS MORAES DE MOURA;PARTIDO COMUNISTA BRASILEIRO
1372;IND;;174;1992;AO PRESIDENTE DA SABESP ASSUNTO: IMPLANTAÇÃO DE REDE DE ÁGUA,NO PARQUE VEREDA, PROXIMIDADES DO JD. NÉLIA,JD. CAMARGO NOVO.;;PARQUE VEREDAS DO ITAIM/SABESPREDE DE AGUA;;AR-MP;JARDIM CAMARGO NOVO;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
1378;IND;;180;1992;AO PRESIDENTE DA SABESP ASSUNTO: REGULARIZAÇÃO DO FORNECIMENTO DE ÁGUA, NO JD. CAMARGO NOVO.;;ABASTECIMENTO DE AGUASABESP;;;JARDIM CAMARGO NOVO;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
1388;IND;;190;1992;À SRA. PREFEITA ASSUNTO: ENVIAR P.L. PROPONDO ALTERAÇÃO DA LEGISLAÇÃO RELATIVA AO IMPOSTO PREDIAL E TERRITORIAL URBANO, DO EXERCÍCIO DE 1992.;;CALCULO DE IMPOSTOS/ISENCAO TRIBUTARIAIPTU/PAGAMENTO DE IMPOSTO/PROJETO DE LEI;;;;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL
1395;IND;;197;1992;À SRA. PREFEITA ASSUNTO DIMINUA A CARGA TRIBUTÁRIA QUE RECAI ATUALMENTE SOBRE OS CIDADÃOS PAULISTANOS.;;CAMPANHA PUBLICITARIA/IPVA/PROPAGANDA MUNICIPALIPTU/REDUCAO DE IPTU;;;;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1440;IND;;242;1992;SRA. PREFEITA DESTINAR 30% DO VALOR DA VERBA REPASSADA ANUALMEN TE PARA AS ESCOLAS DE SAMBA E SIMILARES QUE, COM SEIS MESES DE AN TECEDÊNCIA, COMPROVAREM A MANUTENÇÃO DE CENTROS DE CONVIVÊNCIA OLTADOS P/PROFISSIONALIZAÇÃO, EDUCAÇÃO AMBIENTAL E CIDADANIA.;;CENTRO DE CONVIVENCIA/EDUCACAO INTEGRADACRIANCA DE RUA/ESCOLA DE SAMBA/REPASSE DE VERBA;;;;JULIO CESAR CALIGIURI FILHO;PARTIDO SOCIALISTA BRASILEIRO
1444;IND;;246;1992;SRA. PREFEITA ENVIAR PROJETO DE LEI INSTITUINDO O REGIME JURÍDI CO BNICOS DOS SERVIDORES MUNICIPAIS.;;PROJETO DE LEI/SERVIDOR MUNICIPALREGIME JURIDICO UNICO DOS SERVIDORES MUNICIPAIS;;;;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL
1463;IND;;265;1992;À SRA. PREFEITA ASSUNTO: EFETIVAÇÃO DA LINHA DE ÔNIBUS NO. 819 17, JD.SHANGRILÁ PRAÇA PRINCESA ISABEL, QUE ESTÁ EM CARÁTER EXPERIMENTAL.;;LINHA DE ONIBUS 819HONIBUS;;;JARDIM SHANGRILA (AR-PJ);ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
1466;IND;;268;1992;"À SRA. PREFEITA ASSUNTO: AMPLIAR O NÚMERO DE ÔNIBUS DAS LINHAS 6206 JD. D'ABRIL PRAÇA DA BANDEIRA; 6228 JD. D'ABRIL PRAÇA DA BANDEIRA (RIO PEUQENO) E 748-A JD. D'ABRIL LAPA.";;LINHA DE ONIBUS 6206/LINHA DE ONIBUS 748A/ONIBUSLINHA DE ONIBUS 6228;;;JARDIM D'ABRIL;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
1467;IND;;269;1992;SRA. PREFEITA PROVIDÊNCIAS URGENTES NA USINA DE TRATAMENTO DE LIXO/VILA LEOPOLDINA NA AV.MARGINAL DO RIO TIETÊ, SENTIDO OSASCO P/GUARULHOS, VILA LEOPOLDINA, AR/LAPA.;;LIXO/USINA DE COMPOSTAGEMTRATAMENTO DE LIXO;;AR-LA;VILA LEOPOLDINA;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1475;IND;;277;1992;SRA. PREFEITA ILUMINAÇÃO PÚBLICA À RUA PARTICULAR, JD. NOVA GUA IANASES, GUAIANASES, AR/IQ.;;GUAIANASES/RUA PARTICULARILUMINACAO PUBLICA;;AR-IQ;JARDIM NOVA GUAIANASES;JOSE GUILHERME GIANETTI;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1479;IND;;281;1992;À SRA. PREFEITA ASSUNTO: LINHA DE ÔNIBUS 9404- FREGUESIA DO Ó PAISSANDÚ INTERVALOS MUITO LONGOS NO HORÁRIO NOTURNO.;;HORARIO DE ONIBUS/ONIBUSLINHA DE ONIBUS 9404;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
